STATIONID,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,TMAX,TMIN,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,11/24/99,10.6,7.8,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,11/25/99,7.8,5.6,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,11/26/99,8.3,5,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,11/27/99,7.8,1.7,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,11/28/99,15,5,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,11/29/99,15,4.4,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,11/30/99,11.7,7.2,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,12/1/99,9.4,6.7,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,12/2/99,10.6,4.4,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,12/3/99,8.3,0.6,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,12/4/99,12.8,1.7,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,12/5/99,9.4,6.7,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,12/6/99,8.9,5.6,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,12/7/99,8.3,1.7,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,12/8/99,8.3,4.4,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,12/9/99,10,6.1,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,12/10/99,7.8,6.1,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,12/11/99,10.6,7.8,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,12/12/99,9.4,3.9,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,12/13/99,6.1,3.3,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,12/14/99,9.4,5,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,12/15/99,11.7,9.4,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,12/16/99,12.8,5,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,12/17/99,11.7,3.9,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,12/18/99,9.4,5,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,12/19/99,6.7,5,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,12/20/99,9.4,5,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,12/21/99,8.3,2.8,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,12/22/99,5,2.8,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,12/23/99,7.2,0.6,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,12/24/99,5.6,0,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,12/25/99,7.2,1.1,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,12/26/99,8.3,0,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,12/27/99,5,0,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,12/28/99,7.2,1.1,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,12/29/99,5,1.1,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,12/30/99,7.8,4.4,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,12/31/99,7.2,2.8,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,1/1/00,6.7,3.9,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,1/2/00,6.7,1.7,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,1/3/00,7.8,1.7,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,1/4/00,10.6,5.6,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,1/5/00,7.2,1.7,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,1/6/00,5.6,0,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,1/7/00,8.3,5,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,1/8/00,8.3,2.8,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,1/9/00,7.2,2.2,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,1/10/00,3.3,2.2,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,1/11/00,3.3,1.7,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,1/12/00,6.1,1.1,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,1/13/00,5.6,2.2,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,1/14/00,7.2,3.3,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,1/15/00,7.2,2.8,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,1/16/00,10,2.8,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,1/17/00,10.6,1.1,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,1/18/00,6.1,-0.6,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,1/19/00,8.3,-1.7,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,1/20/00,7.8,2.2,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,1/21/00,10,3.9,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,1/22/00,7.2,2.8,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,1/23/00,8.3,1.7,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,1/24/00,9.4,0.6,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,1/25/00,8.9,5,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,1/26/00,6.7,0.6,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,1/27/00,10,1.1,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,1/28/00,12.8,-0.6,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,1/29/00,12.8,-1.1,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,1/30/00,11.7,-2.2,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,1/31/00,10.6,4.4,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2/1/00,9.4,5.6,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2/2/00,10,5,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2/3/00,15,4.4,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2/4/00,12.8,2.2,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2/5/00,15.6,0.6,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2/6/00,13.9,5,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2/7/00,12.8,4.4,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2/8/00,10,6.1,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2/9/00,10.6,2.8,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2/10/00,10,0.6,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2/11/00,8.3,2.2,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2/12/00,6.1,3.3,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2/13/00,10,0.6,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2/14/00,5.6,2.8,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2/15/00,8.3,1.7,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2/16/00,8.9,0.6,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2/17/00,11.1,-1.7,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2/18/00,10.6,-0.6,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2/19/00,14.4,-1.1,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2/20/00,15,0.6,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2/21/00,9.4,6.1,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2/22/00,9.4,4.4,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2/23/00,10.6,3.9,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2/24/00,10,0.6,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2/25/00,10.6,-0.6,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2/26/00,11.1,2.2,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2/27/00,13.9,6.1,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2/28/00,8.9,5.6,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2/29/00,11.7,6.1,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,3/1/00,9.4,4.4,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,3/2/00,12.2,5.6,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,3/3/00,8.9,6.7,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,3/4/00,8.3,2.2,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,3/5/00,8.3,2.2,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,3/6/00,9.4,-0.6,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,3/7/00,12.8,0.6,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,3/8/00,8.9,5.6,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,3/9/00,9.4,3.9,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,3/10/00,13.9,1.7,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,3/11/00,10.6,3.3,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,3/12/00,8.3,1.1,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,3/13/00,14.4,3.9,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,3/14/00,11.1,1.7,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,3/15/00,10.6,0.6,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,3/16/00,11.7,5,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,3/17/00,8.9,5,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,3/18/00,10,5,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,3/19/00,9.4,1.7,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,3/20/00,11.1,0,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,3/21/00,13.9,4.4,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,3/22/00,11.7,5.6,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,3/23/00,12.8,3.9,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,3/24/00,13.3,2.2,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,3/25/00,10.6,4.4,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,3/26/00,15.6,2.2,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,3/27/00,11.1,5.6,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,3/28/00,10,3.3,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,3/29/00,12.2,1.1,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,3/30/00,15,1.7,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,3/31/00,17.2,4.4,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,4/1/00,18.9,6.7,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,4/2/00,16.7,5.6,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,4/3/00,20,6.1,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,4/4/00,8.3,5,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,4/5/00,10,5,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,4/6/00,11.7,3.3,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,4/7/00,16.1,2.8,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,4/8/00,15.6,6.7,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,4/9/00,15,6.7,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,4/10/00,17.2,5.6,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,4/11/00,19.4,6.7,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,4/12/00,17.2,8.3,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,4/13/00,16.7,9.4,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,4/14/00,12.8,6.1,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,4/15/00,15.6,7.8,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,4/16/00,12.2,6.7,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,4/17/00,16.7,5,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,4/18/00,18.9,5.6,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,4/19/00,16.7,8.3,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,4/20/00,19.4,8.3,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,4/21/00,18.9,6.7,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,4/22/00,13.9,7.2,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,4/23/00,12.2,3.3,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,4/24/00,14.4,1.7,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,4/25/00,13.3,6.7,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,4/26/00,18.3,3.9,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,4/27/00,13.9,7.2,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,4/28/00,12.2,7.2,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,4/29/00,14.4,5,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,4/30/00,19.4,7.8,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,5/1/00,16.7,8.9,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,5/2/00,17.2,9.4,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,5/3/00,13.3,7.2,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,5/4/00,12.2,6.7,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,5/5/00,11.7,5.6,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,5/6/00,15,3.9,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,5/7/00,16.7,5.6,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,5/8/00,12.2,7.8,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,5/9/00,11.1,6.7,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,5/10/00,11.7,5.6,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,5/11/00,13.9,6.1,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,5/12/00,14.4,5,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,5/13/00,16.7,8.3,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,5/14/00,22.8,11.7,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,5/15/00,21.1,10,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,5/16/00,20.6,9.4,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,5/17/00,15,9.4,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,5/18/00,16.7,8.9,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,5/19/00,17.8,11.1,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,5/20/00,16.1,11.1,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,5/21/00,19.4,11.7,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,5/22/00,17.2,10,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,5/23/00,17.2,10,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,5/24/00,18.9,7.2,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,5/25/00,16.7,6.1,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,5/26/00,17.2,7.8,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,5/27/00,17.2,10,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,5/28/00,18.3,10,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,5/29/00,18.3,10,,,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,5/30/00,13.3,8.9,,,,,,
